url_id,index,lecture_name,professor_name,rate,semester,like,text
536871,0,채플3,이요섭,100.0,21,0,시험도 없고 강의 보기만 하면 0.5학점 받습니다 .
536871,1,채플3,이요섭,100.0,21,0,세종대 다니면 이건 무조건 들으셔야 합니다.대 코로나 시대에 대학생을 위한 강의입니다
536871,2,채플3,이요섭,100.0,21,0,비대면일때 꼭 들으세요틀어놓기만 해도 pass#~~!~!~!~!~
536871,3,채플3,이요섭,100.0,21,0,대면일땐 힘들 것 같으나 비대면으로 진행하면서 강의 단순히 틀어두기만 해도 패스입니다. 시험도 없어요
536871,4,채플3,이요섭,100.0,21,0,코시국 이전엔 아침등교 힘들었지만코시국한정 최고의 강의입니다하루중에 출석만하면 되니 꼭 들으세욧
536871,5,채플3,이요섭,100.0,21,0,비대면때는 꿀 그 자체 입니다출석만 유의하면 됩니다
536871,6,채플3,이요섭,100.0,21,0,"하아....정말 달달한 강의였는데 비대면 입소문났는지 이번학기엔 못잡았네ㅠ 이거 두번들어서 교선1 1학점 챙기세요꼭 게다가 기독교인이라면 말해뭐해 제대로 들어도 힐링 ,, 틀어만놔도 힐링임"
536871,7,채플3,이요섭,100.0,21,0,너무너무 좋았어요!가끔 음악 들려주시는 것도 힐링이었어요!
536871,8,채플3,이요섭,60.0,21,0,좋았습니다다음 후배분들도 이 강의 들으시기르
536871,9,채플3,이요섭,100.0,21,0,언제나 그렇듯이 꿀강너무 좋당 히히 다들 들어요
536871,10,채플3,이요섭,100.0,21,0,채플이 제일 좋음 출석만 하면 되니까 부담도 적고 가끔 연주나 연극 등도 올라와서 재밌음
536871,11,채플3,이요섭,100.0,21,0,출석만 하면 0.5학점 그냥 받을 수 있어요 비대면 일때 꼭 수강하세요~
536871,12,채플3,이요섭,100.0,21,0,진정한 코로나시기 꿀강 .... 2학기도 비대면 주세요 ㅠㅜㅜㅜㅜㅜ 0.5학점 그냥 가져갑니다 꿀 ..✨
536871,13,채플3,이요섭,100.0,21,0,비대면 시대 최고의 전선1이니까 비대면일 때 꼭 들으세요~
536871,14,채플3,이요섭,100.0,21,0,코시국 꿀강~ 듣기만 하면 0.5학점 완전 조음
536871,15,채플3,이요섭,100.0,21,0,비대면이어서 출석만 하면 0.5학점을 받을 수 있었다. 너무 좋았다..
536871,16,채플3,이요섭,100.0,21,0,비대면 시기에 완전 꿀교양!! 0.5학점 그냥 가져감ㅎㅎ
536871,17,채플3,이요섭,100.0,21,0,진짜 최고의 꿀교양 0.5 학점 받아서 다음 한 번 더 들을거임 온라인이라 아침에 안 가도 돼서 더 좋았음
536871,18,채플3,이요섭,100.0,21,0,꼭 들으세요! 힐링 교양입니다. 마음이 포근해지는..
536871,19,채플3,이요섭,100.0,21,0,코로나 때문에 학교 안가고 집에서 들었습니다 진짜 역대급 꿀 과목이었어요 :)
536871,20,채플3,이요섭,100.0,21,0,비대면으로 2번 1학점 잘 먹고갑니다^^~~
536871,21,채플3,이요섭,100.0,21,0,비대면으로 0.5학점 그냥 줘서 안 들을 이유가 없음....! (근데 코로나 상황 좋아져서 대면으로 전환된다면 조금... 수강신청에 고민이 될 강의)
