url_id,index,lecture_name,professor_name,rate,semester,like,text
856273,0,미국사회와문학,강자모,20.0,21,1,"ㅋㅋ 과제 잘 올리세요. 시간 안에 올려도 다른 파일로 잘못올리면 재제출 버튼 없고 회수도 안되고, 시간 전에 메일로 보내던 무슨 수를 쓰던 걍 0점 처리."
856273,1,미국사회와문학,강자모,100.0,20,1,영문과 최고의 교수님이라고 생각함 배워가는 것도 많고 다양한 방면으로 생각할수 있게 해주심 시험도 과제만 열심히 하면 간단히 끝낼수 있음
856273,2,미국사회와문학,강자모,100.0,20,0,교수님 자체는 인자하시고 너무 좋아요. 시험도 과제 성실히 하면 그대로 나옵니다. 하지만 그 양이 너무 많다는게 함정 ㅜ.ㅠ 그래도 노력한만큼 점수 나오니까 얼마나 정성을 쏟았느냐에 따라 갈리는 듯 합니다.
856273,3,미국사회와문학,강자모,100.0,20,0,정말 좋으신 교수님!!강의가 정말 재미있었다!! 시대배경을 알고 문학을 공부하니까 더 잘 이해되고 시험도 과제도 별로 어렵지 않고 젛앟음
856273,4,미국사회와문학,강자모,80.0,20,2,개인적으로 좋아하고 강의력도 좋으신 교수님근데 수업을 처음에는 너무 꼼꼼히 하시다가 후반에는 너무 몰아쳐 나가시는 느낌이 있음퀴즈 답 사전에 다 알려주시고 시험도 교수님 말 잘 받아적어 놨으면 됨책 읽고 수많은 문제 중 10몇개 선택해서 푸는게 과제 인데 정답에 맞춰 쓰는 것보다 자신의 생각을 자세하고 길게 쓰는게 중요정규 강의를 제외하고도 주에 한 번 웹엑스 강의를 하셨는데 본인은 알바 시간이라 한 번도 참석을 못 해서 모르겠음
856273,5,미국사회와문학,강자모,100.0,19,2,갓자모 교수님... 정말 꼭 들으세요 영문학과에서 원탑인 교수님 꼽으라면 저는 무조건 강자모교수님입니다 과제가 있긴하지만  자신의 생각을 쓰는거라 부담없어요
856273,6,미국사회와문학,강자모,100.0,19,1,영문학과의 자랑스러운 교수님 중 한분수업도 효율적이고 수업 내용도 좋음수업 외의 이야기하시는 것도 너무 귀엽고 따뜻함잊지 못할 수업이다존경합니다!!
856273,7,미국사회와문학,강자모,100.0,19,1,강자모 교수님 사랑합니다..수업시간을 통해 위대한 개츠비와 호밀밭의 파수꾼이라는 작품을 제대로 이해하고 공부할 수 있었습니다. 정말 제대로된 공부를 할 수 있었던 수업이었습니다.
856273,8,미국사회와문학,강자모,100.0,19,1,"책 두 권으로 나눠서 한 권은 중간고사, 한 권은 기말고사 범위로 수업 진행하는데 그 책에 대한 문제를 푸는 게 과제예요. 그 과제 내용을 수업 시간에 호명해서 읽게 하시는데 부담 있는 발표는 아니고 그냥 제출물 읽으면 됩니다. 내용에 대해 비난 같은 거 안하세요. 아마도 제출한 답 중에 잘 한 과제를 선택해서 읽게 하시는 거 같아요. 한 학기 동안 본인이 원하는 때에 단 그 과제 내용을 수업에서 풀이하시기 전에만 14문제 풀어서 제출하면 됩니다. 교수님이 깨어있는 분이시고 정말 젠틀하세요. 정말 배울 점이 많은 교수님이십니다. 수업은 되도록 빠지지 않는 게 좋아요. 2번 보는 퀴즈 문제는 단답형 문제인데 문제를 미리 알려주시기 때문에 답만 외우면 됩니다."
856273,9,미국사회와문학,강자모,100.0,19,1,영문과 수업 중 제일 좋은 강자모 교수님 수업. 강의 내용도 좋고 교수님이 해주시는 여담도 듣기 좋음 학점 잘 주시는 건 유명하고.. 영문과라면 한번쯤 듣는 거 추천
856273,10,미국사회와문학,강자모,100.0,19,1,"한 챕터를 시작할 때마다 과제로 주어지는 문제들에 대한 학생들의 답변을 공유한 후(그 문제를 제출한 학생들 중 호명된 사람이 읽습니다.) 교수님의 부연설명이 이어지고, 그 후 본문을 같이 읽는 형식으로 강의가 진행됩니다. 중간중간 ""여담이지만"" 타임이 있어서 숨돌리기도 좋습니다. 그 여담도 좋은 얘기 해주시는 경우가 많습니다. 과제나 퀴즈는 다른 분들이 잘 설명해주셨네요. 교수님이 친절하고 젠틀하셔서 정말 좋았습니다. 이런 교수님이 내년 1학기가 마지막이시라는게 정말 안타까울 따름입니다"
856273,11,미국사회와문학,강자모,100.0,19,1,다른 분들이 말씀하셨듯이 교수님이 정말 깨어있고 좋으신 분입니다. 수업도 책을 읽고 제출한 과제를 위주로 진행되고요. 과제만 잘 하시고 다른 사람이 발표할때 녹음하면서 노트북으로 타이핑하면 시험준비하는데 도움이 많이 될거에요
856273,12,미국사회와문학,강자모,100.0,19,1,교수님은 그저 도덕책.... 학생들 자루해할까봐 나름의 재미있는 얘기도 해주시고 호탕하게 웃으실때가 많음문학에 대해서 여러 견해를 수용하는 편이시며 올곧은 가치관을 가지고 계신 분이라 개인적으로 최애 교수님 ㅠ점수도 잘 주시려고 하셔서  강자모 교수님 수업은 한번쯤 꼭 듣는것을 추천
856273,13,미국사회와문학,강자모,100.0,19,6,"여태까지 대학에서 들었던 강의 중 최고의 명강의 입니다 우선 과목 자체가 문학 작품을 읽고 분석하는 강의라서 어려운 내용이 딱히 없고 즐기면서 공부할 수 있습니다 그리고 무엇보다 교수님께서 너무 좋으셔서 더욱더 수업에 열중할 수 있었던 것 같습니다 청년들을 독려해주고 ‘여담이지만’ 하시면서 가끔 딴 얘기 하실 때 있는데 그것마저 재미있게 들었네요 요즘 시대에 이렇게 의식이 깨어있으신 분 찾기 힘든데 정말 훌륭하십니다 아 수업 방식에 대해서 설명하자면 중간, 기말 외에 퀴즈 2번 보는데 쉽고 간단해서 걱정하실 필요 없습니다 과제로 문제 14개를 풀어서 제출해야 되는데 이것도 그다지 걱정할 필요 없을 것 같네요 중간, 기말 고사는 과제 문제가 그대로 나와서 수업을 열심히 듣는게 정말 중요합니다 손으로 적기에는 앙이 좀 많아서 저는 노트북 가져와서 타이핑 했어요 절대평가라서 성적 부담도 별로 없고 성적 대체적으로 후하게 주십니다 한 학기 동안 이렇게 훌륭한 교수님께 좋은 수업 들어서 수업 시간마다 행복했습니다 다른 분들께도 추천하고 싶네요"
856273,14,미국사회와문학,강자모,100.0,18,0,"아랫분은 성실하면 A받기 좋다고 하셨지만성실해도 A받기 힘들다고 생각함....외우는게 너무 힘들어 ㅠㅠㅠㅠ14문제만 풀면된다고 하지만,,,,,,그냥 내는 문제들이 다 시험범위임....그래도 그냥 열심히 쓰면 B+은 나오는 과목"
856273,15,미국사회와문학,강자모,100.0,18,0,벼락이 불가능한 과목.수업 한번 빠지면 타격이 좀 큽니다.성실하면 에이받기 좋음.
